
【合租】宝山 - 大场 - 小区住宅 中环一号一期 - 12㎡ 付三押一,宝山区真北路4333弄-132,1800元/月,http://m.hizhu.com/shanghai/roomDetail/70707c6f-73d0-111c-fc2c-d4f98d6a0385.html,121.41111300,31.29854300
【整租】闵行 - 春申 - 小区住宅 金盛国际家居(银都路) - 20㎡ 付一押一,上海市闵行银都路2988号（近莲花南路）,1600元/月,http://m.hizhu.com/shanghai/roomDetail/cbdd2f99-43ce-ea68-84bf-646065f95ca2.html,121.41323100,31.10307400
【整租】松江 - 泗泾 - 酒店长租 汉庭海友酒店（上海洞泾欢乐谷店） - 20㎡ 付一押零,上海市松江区沪松公路3023号,2500元/月,http://m.hizhu.com/shanghai/roomDetail/1AAEB9A0-A6FA-20DD-33EF-9889DACA5C2E.html,121.27794400,31.11106600
【合租】闵行 - 春申 - 小区住宅 金盛国际家居(银都路) - 16㎡ 付三押一,上海市闵行银都路2988号（近莲花南路）,1700元/月,http://m.hizhu.com/shanghai/roomDetail/73367982-7d1c-6698-c093-2183c2656c9e.html,121.41323100,31.10307400
【合租】闵行 - 春申 - 小区住宅 金盛国际家居(银都路) - 16㎡ 付三押一,上海市闵行银都路2988号（近莲花南路）,1650元/月,http://m.hizhu.com/shanghai/roomDetail/12ec7ed8-13d2-6422-7aa5-a95fa734a559.html,121.41323100,31.10307400
【合租】普陀 - 中远两湾城 - 小区住宅 中远两湾城 - 18㎡ 付一押一,普陀区中谭路100弄10,2000元/月,http://m.hizhu.com/shanghai/roomDetail/07C2A061-8432-CB41-4DDD-89695BF56DC8.html,121.45195800,31.25886100
【合租】普陀 - 中远两湾城 - 小区住宅 中远两湾城 - 20㎡ 付一押一,普陀区中谭路100弄10,2000元/月,http://m.hizhu.com/shanghai/roomDetail/DBF30C75-83F9-A74A-BA5B-C0ECC358FE02.html,121.45195800,31.25886100
【合租】宝山 - 顾村 - 小区住宅 文宝苑 - 25㎡ 付三押一,宝山 菊联路89弄,1550元/月,http://m.hizhu.com/shanghai/roomDetail/AA142F42-B829-D72F-D306-AB1D81ADF4AC.html,121.37566700,31.35360300
【整租】宝山 - 大华 - 集中公寓 上海虎兆公寓 - 20㎡ 付三押一,华灵路515号,2000元/月,http://m.hizhu.com/shanghai/roomDetail/62efe81f-d680-a0b0-2a18-649dbf1382f2.html,121.43022600,31.27951700
【整租】浦东 - 三林 - 集中公寓 5209公寓 - 16㎡ 付三押一,上南路5209号,1600元/月,http://m.hizhu.com/shanghai/roomDetail/25f2c4ac-4dd2-5e71-546a-772774374273.html,121.52613900,31.13527200
【合租】宝山 - 顾村 - 小区住宅 采菊苑 - 20㎡ 付三押一,菊联路68弄,1800元/月,http://m.hizhu.com/shanghai/roomDetail/CF91BB4C-5493-AAB9-FB13-9568EEEC329E.html,121.37197320,31.35498540
【合租】宝山 - 顾村 - 小区住宅 采菊苑 - 26㎡ 付一押一,菊联路68弄,1560元/月,http://m.hizhu.com/shanghai/roomDetail/DF66AEBB-095C-8BFA-2D3C-1B26FAB3094D.html,121.37197320,31.35498540
【合租】普陀 - 曹杨 - 小区住宅 世纪同乐 - 17㎡ 付三押一,上海市普陀区顺义路68号,2400元/月,http://m.hizhu.com/shanghai/roomDetail/d3622468-6ccc-2bd4-9b6a-3a5dfd572f48.html,121.42707000,31.23682700
【合租】松江 - 九亭 - 小区住宅 朗鼎公寓 - 22㎡ 付三押一,上海市松江区九谊路,1900元/月,http://m.hizhu.com/shanghai/roomDetail/a8444053-1707-e161-d885-be9bb90101b2.html,121.31670400,31.14092800
【整租】宝山 - 上大 - 小区住宅 大华锦上城 - 24㎡ 付一押一,祁连山路锦秋路,2150元/月,http://m.hizhu.com/shanghai/roomDetail/9935A221-629B-A34A-9E09-72281D1CB6CC.html,121.38830400,31.32479450
【整租】宝山 - 上大 - 小区住宅 大华锦上城 - 24㎡ 付一押一,祁连山路锦秋路,2150元/月,http://m.hizhu.com/shanghai/roomDetail/9F1E9CF7-0DFD-ED5F-307E-C52987DF05D7.html,121.38830400,31.32479450
【合租】宝山 - 淞南 - 小区住宅 新城尚景 - 15㎡ 付三押一,淞肇路333弄,1800元/月,http://m.hizhu.com/shanghai/roomDetail/mg11125.html,121.48916550,31.34830040
【整租】闸北 - 大宁绿地 - 集中公寓 欣琪之家公寓 - 18㎡ 付一押一,江场路1412号,2000元/月,http://m.hizhu.com/shanghai/roomDetail/dcfc1bee-c4e9-7e22-0b2d-78908670f8fd.html,121.45908800,31.30464300
【整租】杨浦 - 新江湾城 - 集中公寓 盘恒资产投资公寓 - 16㎡ 付三押一,闸殷路73号盘恒资产投资公寓,1700元/月,http://m.hizhu.com/shanghai/roomDetail/18abf982-35b9-4c7b-f36c-797ba88f19fd.html,121.53547100,31.34162200
【合租】浦东 - 金杨 - 小区住宅 香山新村东北街坊 - 20㎡ 付三押一,居家桥路1070弄 居家桥路1030弄 德平路1065弄 德平路1125弄 灵山路1799弄,2500元/月,http://m.hizhu.com/shanghai/roomDetail/77047FB3-3E62-930A-5D12-158D8AB912D6.html,121.57623250,31.24912660
【整租】嘉定 - 安亭 - 小区住宅 新提香公馆 - 80㎡ 付三押一,鹤祥路1号,2000元/月,http://m.hizhu.com/shanghai/roomDetail/a79e7683-7be4-4340-ddc8-57781c29b97a.html,121.15632900,31.25294800
【合租】浦东 - 川沙 - 小区住宅 凯佳公寓 - 23㎡ 付一押一,浦东新区妙川路300弄,1890元/月,http://m.hizhu.com/shanghai/roomDetail/3C451AF9-C9DE-271E-1012-F5545130796B.html,121.70415500,31.18169200
【整租】宝山 - 上大 - 小区住宅 朗香花园 - 24㎡ 付一押一,祁连山路大华朗香商业广场北侧,2150元/月,http://m.hizhu.com/shanghai/roomDetail/CA0D011B-59B7-87F0-D89F-72BAE6513832.html,121.38801400,31.32632300
【整租】普陀 - 桃浦 - 酒店长租 喜来居宾馆 - 20㎡ 付一押零,古浪路1681号A楼,2400元/月,http://m.hizhu.com/shanghai/roomDetail/194134e6-2922-1437-4265-20b0df001143.html,121.36785100,31.28470800
【合租】松江 - 九亭 - 小区住宅 亭汇花苑 - 25㎡ 付三押一,沪松公路1480弄,2300元/月,http://m.hizhu.com/shanghai/roomDetail/7438568b-d4d0-6401-f8d1-4deb1684099e.html,121.33978830,31.13841060
【合租】松江 - 九亭 - 小区住宅 九久青年城 - 25㎡ 付三押一,沪松公路1399号,2200元/月,http://m.hizhu.com/shanghai/roomDetail/fad67568-fcb9-b479-57d8-f1dbd63f571c.html,121.32440600,31.14350570
【合租】普陀 - 万里 - 小区住宅 万里真金苑 - 15㎡ 付三押一,真金路250弄,2000元/月,http://m.hizhu.com/shanghai/roomDetail/BE2C4116-C686-48DB-7361-C9B2FA140502.html,121.41292590,31.27366910
【合租】浦东 - 三林 - 小区住宅 永泰路2080弄 - 20㎡ 付三押一,永泰路2080弄,1900元/月,http://m.hizhu.com/shanghai/roomDetail/BEF374B9-75AD-9301-8565-DF2F5DEBFAAF.html,121.55004800,31.15225500
【合租】闵行 - 春申 - 小区住宅 金盛国际家居(银都路) - 25㎡ 付三押一,上海市闵行银都路2988号（近莲花南路）,1600元/月,http://m.hizhu.com/shanghai/roomDetail/ac7da84b-bd50-46d9-93f9-c302f3bab8e0.html,121.41323100,31.10307400
